1	1	42.0071	0.8415	100	445	549.3	1346.54	1118.2	3.91	5.7	137.64	2211.91	8317.17	1.02	41.72	130.48	2388	8080.42	9.3513	0.02	330	2212	100	10.69	6.3694
1	2	19.9996	0.7003	100	491.19	607.13	1471.93	1246.8	9.35	13.61	334.46	2323.78	8723.24	1.07	43.94	314.16	2387.92	8054.24	9.1253	0.02	363	2324	100	24.5	14.6996
1	3	42.0006	0.84	100	445	549.65	1342.75	1115.32	3.91	5.7	138.42	2211.9	8308.59	1.02	41.78	130.02	2388.03	8081.15	9.3742	0.02	329	2212	100	10.53	6.389
1	4	35.0049	0.8417	100	449.44	554.76	1361.1	1119.89	5.48	7.97	193.48	2222.84	8333.27	1.02	41.6	182.25	2387.94	8058.71	9.2551	0.02	331	2223	100	14.8	8.9383
1	5	10.0007	0.2512	100	489.05	604.38	1498.01	1297.28	10.52	15.46	394.31	2318.75	8771.36	1.26	45.06	370.98	2387.91	8125.5	8.6398	0.03	368	2319	100	28.75	17.1881
1	6	42.0022	0.8412	100	445	548.71	1343.11	1109.47	3.91	5.7	138.06	2211.91	8308.79	1.02	41.78	129.81	2388.02	8079.89	9.3451	0.02	329	2212	100	10.51	6.3962
1	7	42.0004	0.8417	100	445	548.77	1338.49	1113.91	3.91	5.7	138.36	2211.96	8312.89	1.02	41.76	129.83	2388.03	8082.37	9.3093	0.02	328	2212	100	10.82	6.3965
1	8	5e-04	0	100	518.67	641.54	1578.55	1393.56	14.62	21.58	552.46	2387.92	9045.76	1.3	47.05	520.95	2387.97	8132.31	8.4047	0.03	390	2388	100	39.13	23.3276
1	9	42.0028	0.84	100	445	549.18	1342.22	1122.94	3.91	5.7	137.97	2211.96	8304.92	1.02	41.59	130.88	2388.01	8081.69	9.3375	0.02	328	2212	100	10.71	6.2518
1	10	10.0071	0.2517	100	489.05	604.02	1493.01	1296.95	10.52	15.46	394.11	2318.72	8769.82	1.26	44.95	371.07	2387.94	8126.69	8.5771	0.03	367	2319	100	28.54	17.1577
1	11	10.0077	0.251	100	489.05	604.32	1493.27	1300.09	10.52	15.46	394.55	2318.72	8773.38	1.26	45.1	370.85	2387.94	8126.9	8.6168	0.03	367	2319	100	28.66	17.2303
1	12	20.0065	0.7	100	491.19	606.67	1482.33	1240.75	9.35	13.61	333.02	2323.78	8710.47	1.07	43.89	313.61	2387.92	8054.99	9.1987	0.02	363	2324	100	24.4	14.6056
1	13	0.0014	0	100	518.67	642.32	1582.14	1394.67	14.62	21.58	553.45	2387.94	9049.34	1.3	47.19	520.96	2387.96	8136.58	8.3915	0.03	392	2388	100	38.96	23.4308
1	14	20.0009	0.7003	100	491.19	606.92	1472.29	1236.77	9.35	13.61	332.99	2323.79	8714.67	1.07	43.91	314.04	2387.89	8053.85	9.2022	0.02	364	2324	100	24.33	14.6613
1	15	0.0015	0	100	518.67	642.24	1582.74	1391.29	14.62	21.58	553.12	2388	9049.46	1.3	46.9	521.38	2387.91	8131.14	8.3734	0.03	391	2388	100	39.14	23.3613
1	16	42.0037	0.84	100	445	549.08	1343.66	1118.14	3.91	5.7	138.28	2211.93	8302.71	1.02	41.78	129.8	2387.99	8070.96	9.3629	0.02	329	2212	100	10.71	6.2548
1	17	42.0005	0.84	100	445	549.24	1340.15	1112.09	3.91	5.7	138.28	2211.96	8301.66	1.02	41.68	130.12	2388.05	8073.36	9.3478	0.02	329	2212	100	10.41	6.4305
1	18	0.0028	0.0012	100	518.67	641.83	1581.4	1398.12	14.62	21.58	553.3	2387.95	9046.87	1.3	46.94	521.22	2387.99	8139.87	8.3679	0.03	391	2388	100	38.98	23.4834
1	19	19.9982	0.7	100	491.19	606.56	1478.34	1237.57	9.35	13.61	333.19	2323.72	8712.32	1.07	44.08	313.91	2387.87	8052.85	9.2173	0.02	364	2324	100	24.69	14.692
1	20	20.0075	0.7009	100	491.19	606.58	1476.75	1237.56	9.35	13.62	333.62	2323.69	8716.35	1.07	44.09	314.25	2387.89	8059.84	9.1795	0.02	364	2324	100	24.59	14.7661
1	21	35.001	0.8403	100	449.44	554.9	1360.8	1116.73	5.48	7.97	193.4	2222.84	8337.04	1.02	41.64	182.91	2387.95	8063.23	9.2682	0.02	332	2223	100	14.87	8.9373
1	22	42.0075	0.84	100	445	549.17	1350.12	1103.08	3.91	5.7	137.74	2211.89	8313.57	1.02	41.66	129.71	2388.1	8084.93	9.3113	0.02	328	2212	100	10.65	6.3899
1	23	35.0072	0.8411	100	449.44	555.09	1356.24	1113.52	5.48	7.97	193.6	2222.87	8345.05	1.02	41.57	182.68	2387.88	8061.05	9.306	0.02	332	2223	100	14.79	8.9058
1	24	1e-04	0.0015	100	518.67	642.26	1586.19	1396.75	14.62	21.58	554.08	2387.96	9044.8	1.3	47.1	521.12	2387.95	8130.96	8.3925	0.03	390	2388	100	39.13	23.4588
1	25	20.0032	0.7	100	491.19	606.61	1474.92	1242.55	9.35	13.61	333.48	2323.78	8716.17	1.07	43.96	313.55	2387.87	8059.91	9.1837	0.02	363	2324	100	24.47	14.6846
1	26	25.0012	0.62	60	462.54	536.21	1261.61	1040.77	7.05	9	174.9	1915.24	8007.6	0.94	36.63	163.84	2028.12	7874.5	10.8951	0.02	306	1915	84.93	14.36	8.6475
1	27	20.0037	0.7003	100	491.19	606.64	1479.07	1244.92	9.35	13.61	333.91	2323.82	8712.78	1.07	43.9	314.47	2387.9	8054.98	9.204	0.02	364	2324	100	24.48	14.7364
1	28	24.9984	0.62	60	462.54	536.77	1251.12	1037.51	7.05	9	174.11	1915.25	8005.11	0.94	36.48	164.11	2028.21	7867.21	10.8663	0.02	305	1915	84.93	14.38	8.532
1	29	42.0004	0.8401	100	445	548.66	1347.65	1118.2	3.91	5.7	138.02	2211.94	8320.09	1.02	41.64	130.32	2387.94	8070.22	9.3379	0.02	328	2212	100	10.7	6.3069
1	30	10.0037	0.25	100	489.05	603.78	1498.83	1295.75	10.52	15.46	393.65	2318.75	8773.94	1.26	44.96	371.07	2387.94	8124.26	8.614	0.03	369	2319	100	28.58	17.1824
1	31	42.0019	0.8412	100	445	548.97	1343.74	1111.18	3.91	5.7	138.19	2211.97	8316.41	1.02	41.77	130.09	2387.98	8079.85	9.3596	0.02	328	2212	100	10.81	6.3099
1	32	20.0024	0.7015	100	491.19	606.85	1471.65	1236.12	9.35	13.61	334.25	2323.74	8705.23	1.07	44.06	314.24	2387.88	8056.84	9.1859	0.02	363	2324	100	24.4	14.6655
1	33	24.9987	0.62	60	462.54	535.94	1253	1041.6	7.05	9	175.17	1915.26	8004.69	0.94	36.19	163.89	2028.15	7872.35	10.8486	0.02	306	1915	84.93	14.31	8.7102
1	34	42.0056	0.8415	100	445	549.33	1340.57	1113.32	3.91	5.7	138.14	2212	8319.11	1.02	41.58	130.13	2388.01	8084.31	9.3614	0.02	330	2212	100	10.69	6.4589
1	35	25.0045	0.62	60	462.54	536.33	1250.54	1040.73	7.05	9	175.63	1915.32	7998.89	0.94	36.61	163.61	2028.14	7870.2	10.86	0.02	305	1915	84.93	13.98	8.5805
1	36	25.002	0.621	60	462.54	536.73	1254.74	1036.05	7.05	9	175.35	1915.27	8000	0.93	36.08	164.03	2028.19	7865.59	10.8744	0.02	305	1915	84.93	14.34	8.6442
1	37	34.9984	0.8419	100	449.44	555.15	1356.95	1121.26	5.48	7.97	194.17	2222.86	8344.46	1.02	41.4	182.15	2387.98	8065.51	9.279	0.02	332	2223	100	14.71	8.976
1	38	25.0073	0.6211	60	462.54	536.63	1253.88	1038.12	7.05	9.01	175.21	1915.29	8012.22	0.94	36.45	164.2	2028.17	7875.81	10.8486	0.02	306	1915	84.93	14.29	8.6586
1	39	20.0003	0.7	100	491.19	606.87	1480.74	1237.75	9.35	13.61	333.86	2323.71	8719.23	1.07	43.95	313.99	2387.86	8057.33	9.2087	0.02	362	2324	100	24.44	14.7334
1	40	9.9996	0.25	100	489.05	604.35	1493.59	1297.36	10.52	15.46	393.47	2318.7	8765.65	1.26	44.79	370.99	2387.91	8128.2	8.5744	0.03	369	2319	100	28.54	17.1738
1	41	35.0062	0.84	100	449.44	555.05	1354.75	1113.27	5.48	7.98	193.38	2222.85	8336.88	1.02	41.64	182.22	2387.89	8061.63	9.2937	0.02	333	2223	100	14.78	8.9681
1	42	10.0043	0.2504	100	489.05	603.5	1487.35	1291.87	10.52	15.47	393.02	2318.7	8769.44	1.26	45.13	370.87	2387.91	8127.24	8.6317	0.03	369	2319	100	28.55	17.2272
1	43	9.9997	0.25	100	489.05	604.83	1494.42	1295.67	10.52	15.46	394.16	2318.73	8767.41	1.26	45.28	371.55	2387.91	8129.95	8.613	0.03	368	2319	100	28.62	17.1921
1	44	35.0002	0.8417	100	449.44	554.81	1355.55	1119	5.48	7.97	194.01	2222.81	8344.08	1.02	41.43	182.37	2387.96	8058.57	9.2911	0.02	332	2223	100	14.85	8.8715
1	45	9e-04	0	100	518.67	641.89	1578.49	1396.05	14.62	21.58	552.49	2387.94	9051.72	1.3	47.17	521.25	2387.93	8133.95	8.4091	0.03	392	2388	100	38.89	23.3947
1	46	10.0031	0.25	100	489.05	604.39	1490.24	1290.73	10.52	15.47	394.18	2318.73	8767.16	1.26	45.06	370.87	2387.87	8128.06	8.6162	0.03	369	2319	100	28.52	17.2158
1	47	10.0011	0.25	100	489.05	603.89	1493.86	1300.92	10.52	15.46	394.94	2318.71	8770.17	1.26	45.15	371.48	2387.93	8127.64	8.6107	0.03	368	2319	100	28.68	17.1111
1	48	3e-04	0.0012	100	518.67	642.41	1585.13	1405.65	14.62	21.58	553.88	2387.99	9059.17	1.3	47.27	520.9	2387.95	8131.21	8.3673	0.03	392	2388	100	39.23	23.3271
1	49	24.9985	0.6211	60	462.54	536.42	1255.33	1037.96	7.05	9	175.32	1915.24	8002.79	0.94	36.36	164.22	2028.17	7867.5	10.8403	0.02	306	1915	84.93	14.22	8.5472
1	50	25.0032	0.62	60	462.54	536.15	1257.48	1040.06	7.05	9.01	174.55	1915.23	7995.23	0.94	36.59	164.66	2028.18	7871.35	10.8696	0.02	305	1915	84.93	14.43	8.547
1	51	42.0036	0.8412	100	445	549.16	1346.51	1121.42	3.91	5.7	138.48	2212.02	8312.44	1.02	41.89	129.85	2388.05	8075	9.3599	0.02	329	2212	100	10.58	6.4071
1	52	25.0036	0.62	60	462.54	536.78	1259.44	1042.25	7.05	9	175.15	1915.29	8002.17	0.94	36.44	164.19	2028.24	7872.57	10.8483	0.02	303	1915	84.93	14.47	8.6209
1	53	35.006	0.84	100	449.44	555.02	1366.51	1113.39	5.48	7.97	192.93	2222.85	8336.73	1.02	41.57	182.31	2387.92	8069	9.2854	0.02	331	2223	100	14.93	8.9056
1	54	42.0043	0.8411	100	445	548.84	1342.16	1116.26	3.91	5.7	137.5	2211.96	8310.61	1.02	41.72	129.82	2388.01	8079.38	9.3659	0.02	329	2212	100	10.51	6.3469
1	55	35.0034	0.8407	100	449.44	554.94	1359.55	1119.97	5.48	7.97	194.07	2222.79	8337.71	1.02	41.72	181.69	2387.93	8064.94	9.3088	0.02	332	2223	100	14.73	8.9631
1	56	35.007	0.8401	100	449.44	554.62	1361.08	1117.88	5.48	7.97	194.01	2222.87	8342.2	1.02	41.43	182.03	2387.89	8062.06	9.288	0.02	331	2223	100	14.73	8.9688
1	57	35.0071	0.8409	100	449.44	554.77	1356.43	1118.29	5.48	7.98	192.93	2222.86	8341.17	1.02	41.49	182.51	2387.96	8061.98	9.2803	0.02	333	2223	100	14.81	8.9294
1	58	25.0031	0.6219	60	462.54	536.09	1259.83	1030.56	7.05	9.01	174.67	1915.31	7994.25	0.94	36.61	164.49	2028.23	7866.96	10.8636	0.02	306	1915	84.93	14.34	8.5759
1	59	10.0048	0.25	100	489.05	603.47	1490.72	1301.67	10.52	15.46	394.4	2318.71	8772.88	1.26	45.18	370.77	2387.94	8123.39	8.5738	0.03	366	2319	100	28.57	17.1228
1	60	19.9983	0.7003	100	491.19	606.66	1480.07	1242.44	9.35	13.61	334.31	2323.8	8710.71	1.07	44	314	2387.89	8055.37	9.1762	0.02	364	2324	100	24.62	14.6783
1	61	42.007	0.8407	100	445	548.98	1338.66	1122.87	3.91	5.7	138.62	2211.98	8308.22	1.02	41.72	129.91	2388.02	8077.17	9.3288	0.02	329	2212	100	10.57	6.4412
1	62	25.0032	0.6219	60	462.54	536.18	1252.01	1037.15	7.05	9.01	174.95	1915.33	7996.16	0.94	36.56	163.62	2028.17	7872.54	10.8455	0.02	307	1915	84.93	14.24	8.5826
1	63	34.9998	0.8404	100	449.44	555.93	1355.47	1115.52	5.48	7.97	193.47	2222.86	8340.83	1.02	41.57	182.62	2387.93	8061.92	9.2466	0.02	332	2223	100	14.89	8.9027
1	64	9.9999	0.25	100	489.05	603.96	1497.35	1299.32	10.52	15.46	394.38	2318.7	8770.77	1.26	45.06	369.91	2387.92	8126	8.6233	0.03	366	2319	100	28.53	17.2794
1	65	25.0022	0.62	60	462.54	536.48	1254.86	1037.57	7.05	9	175.73	1915.27	8005.79	0.94	36.41	164.04	2028.17	7868.64	10.8802	0.02	306	1915	84.93	14.22	8.5678
