"rtf_id","cycle","setting1","setting2","setting3","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","cnt_per_rtf","RUL","RUL_pw","phase","ts_int","IMM_FAILURE"
24,1,8e-04,-4e-04,100,518.67,642.17,1587.9,1403.12,14.62,21.61,554,2388.07,9066.64,1.3,47.1,522.08,2388,8146.09,8.403,0.03,391,2388,100,39.08,23.3594,147,146,120,"1",4734,"0"
24,2,0.0017,1e-04,100,518.67,642,1583.5,1394.49,14.62,21.61,554.09,2387.96,9059.99,1.3,47.17,522.26,2388.03,8144.87,8.4018,0.03,392,2388,100,38.93,23.5059,147,145,120,"1",4735,"0"
24,3,0,-2e-04,100,518.67,642.43,1587.55,1399.37,14.62,21.61,554.49,2388.05,9068.46,1.3,47.37,522.32,2388.01,8141.34,8.4485,0.03,390,2388,100,38.82,23.3265,147,144,120,"1",4736,"0"
24,4,0.0011,2e-04,100,518.67,642.79,1587.68,1403.17,14.62,21.61,553.99,2388.05,9063.2,1.3,47.26,522.6,2387.97,8146.51,8.4061,0.03,393,2388,100,39,23.4368,147,143,120,"1",4737,"0"
24,5,1e-04,3e-04,100,518.67,642.49,1579.15,1398.93,14.62,21.61,553.73,2388.02,9059.16,1.3,47.35,521.71,2387.99,8146.21,8.4659,0.03,393,2388,100,38.82,23.364,147,142,120,"1",4738,"0"
24,6,4e-04,2e-04,100,518.67,642.65,1583.39,1403.43,14.62,21.61,554.83,2388.06,9060,1.3,47.15,522.07,2388.05,8138.36,8.3908,0.03,391,2388,100,38.92,23.3192,147,141,120,"1",4739,"0"
24,7,-0.0033,1e-04,100,518.67,642.71,1582.08,1401.82,14.62,21.61,553.9,2388.09,9051.18,1.3,47.06,522.48,2388,8144.22,8.4266,0.03,392,2388,100,38.89,23.4144,147,140,120,"1",4740,"0"
24,8,0.0023,-4e-04,100,518.67,642.37,1591.51,1403.71,14.62,21.61,553.78,2387.97,9070.06,1.3,47.25,521.91,2387.99,8143.16,8.4075,0.03,391,2388,100,38.95,23.3935,147,139,120,"1",4741,"0"
24,9,-0.0042,2e-04,100,518.67,642.05,1584.67,1400.66,14.62,21.61,554.07,2388.04,9062.91,1.3,47.32,522.16,2388.02,8140.55,8.4071,0.03,392,2388,100,38.94,23.5244,147,138,120,"1",4742,"0"
24,10,0.0023,-4e-04,100,518.67,642.36,1593.63,1404.16,14.62,21.6,553.85,2388.04,9068.35,1.3,47.47,521.96,2388.03,8146.51,8.41,0.03,392,2388,100,38.99,23.2652,147,137,120,"1",4743,"0"
24,11,-0.0029,-3e-04,100,518.67,642.58,1586.85,1398.8,14.62,21.61,554.66,2388.03,9064.46,1.3,47.33,522.34,2388.05,8142.67,8.3771,0.03,392,2388,100,38.98,23.3489,147,136,120,"1",4744,"0"
24,12,-0.0035,-3e-04,100,518.67,642.61,1589.01,1395.95,14.62,21.61,554.08,2388.04,9070.02,1.3,47.23,522.46,2388.01,8148.23,8.4139,0.03,392,2388,100,38.85,23.4507,147,135,120,"1",4745,"0"
24,13,0.003,-1e-04,100,518.67,642.54,1583.57,1406.37,14.62,21.61,554.01,2387.99,9060.8,1.3,47.27,521.95,2388.04,8142.55,8.4126,0.03,394,2388,100,38.8,23.4197,147,134,120,"1",4746,"0"
24,14,7e-04,-4e-04,100,518.67,642.44,1591.83,1396.63,14.62,21.61,554.16,2388.06,9065.31,1.3,47.26,522.18,2388.03,8143.19,8.4313,0.03,391,2388,100,38.98,23.3812,147,133,120,"1",4747,"0"
24,15,-2e-04,-4e-04,100,518.67,641.95,1585.53,1400.18,14.62,21.61,553.82,2388.03,9069.69,1.3,47.34,522.35,2388.06,8146.39,8.3905,0.03,392,2388,100,38.85,23.4346,147,132,120,"1",4748,"0"
24,16,0,-5e-04,100,518.67,642.19,1591.68,1400.99,14.62,21.61,554.38,2388.04,9063.71,1.3,47.52,521.62,2388.03,8138.79,8.4051,0.03,391,2388,100,39.01,23.3267,147,131,120,"1",4749,"0"
24,17,0.0025,-5e-04,100,518.67,642.07,1588.87,1403.73,14.62,21.61,554.54,2388.02,9071.82,1.3,47.41,521.76,2388.04,8137.4,8.4259,0.03,392,2388,100,38.81,23.3594,147,130,120,"1",4750,"0"
24,18,0,3e-04,100,518.67,642.42,1591.25,1397.63,14.62,21.61,554.09,2388.01,9068.1,1.3,47.19,522.07,2388.01,8144.2,8.4163,0.03,393,2388,100,38.86,23.4568,147,129,120,"1",4751,"0"
24,19,7e-04,-3e-04,100,518.67,642.69,1585.85,1395.7,14.62,21.6,554.14,2388.02,9064.97,1.3,47.26,521.89,2388.01,8147.39,8.4354,0.03,392,2388,100,39.09,23.3865,147,128,120,"1",4752,"0"
24,20,-0.001,2e-04,100,518.67,642.37,1587.49,1398.86,14.62,21.61,554.34,2388.08,9065.66,1.3,47.13,521.69,2388.08,8144.84,8.4135,0.03,392,2388,100,39.13,23.3214,147,127,120,"1",4753,"0"
24,21,6e-04,-2e-04,100,518.67,642.28,1591.12,1398.91,14.62,21.61,554.48,2388.01,9066.81,1.3,47.26,522.13,2388.02,8140.61,8.3914,0.03,391,2388,100,39,23.3588,147,126,120,"1",4754,"0"
24,22,-0.0023,0,100,518.67,642.15,1582.61,1397.73,14.62,21.61,554.3,2388.04,9060.34,1.3,47.07,521.87,2388.02,8145.95,8.3933,0.03,392,2388,100,38.9,23.2522,147,125,120,"1",4755,"0"
24,23,9e-04,-5e-04,100,518.67,642.4,1589.02,1397.58,14.62,21.61,554.03,2388.06,9063.61,1.3,47.25,521.77,2388.07,8141.79,8.4247,0.03,392,2388,100,38.86,23.3984,147,124,120,"1",4756,"0"
24,24,-2e-04,2e-04,100,518.67,642.3,1588.03,1408.87,14.62,21.61,555.07,2388,9064.8,1.3,47.25,522.15,2388.07,8148.24,8.3969,0.03,392,2388,100,39,23.4527,147,123,120,"1",4757,"0"
24,25,-0.0045,0,100,518.67,642.06,1585.43,1401.12,14.62,21.61,554.12,2388.05,9060.62,1.3,47.28,522.41,2388.01,8145.21,8.3795,0.03,392,2388,100,38.84,23.3955,147,122,120,"1",4758,"0"
24,26,7e-04,-3e-04,100,518.67,642.3,1588.92,1400.68,14.62,21.61,554.67,2388.1,9064.13,1.3,47.56,521.77,2388.04,8149.87,8.3807,0.03,392,2388,100,39.02,23.3911,147,121,120,"1",4759,"0"
24,27,-2e-04,-1e-04,100,518.67,642.03,1590.31,1401.05,14.62,21.61,554.24,2388.08,9066.94,1.3,47.32,521.63,2387.99,8146.69,8.4146,0.03,393,2388,100,38.94,23.3673,147,120,120,"1",4760,"0"
24,28,0.0013,-5e-04,100,518.67,642.01,1587.34,1400.39,14.62,21.61,553.03,2388.06,9063.63,1.3,47.28,521.63,2388,8145.09,8.4249,0.03,393,2388,100,38.91,23.3878,147,119,119,"1",4761,"0"
24,29,1e-04,2e-04,100,518.67,642.74,1587.78,1397.77,14.62,21.61,554.34,2388.01,9066.63,1.3,47.18,522.52,2388.07,8141.6,8.4287,0.03,392,2388,100,39.16,23.3126,147,118,118,"1",4762,"0"
24,30,-0.0022,4e-04,100,518.67,642.6,1585.12,1403.37,14.62,21.61,553.54,2388,9052.18,1.3,47.37,522.17,2388.02,8138.63,8.4284,0.03,393,2388,100,38.9,23.3928,147,117,117,"1",4763,"0"
24,31,9e-04,-1e-04,100,518.67,642.52,1590.29,1403.23,14.62,21.61,554.57,2388.01,9063.78,1.3,47.31,521.91,2388.01,8144.82,8.408,0.03,393,2388,100,38.85,23.426,147,116,116,"1",4764,"0"
24,32,5e-04,0,100,518.67,642.03,1589.62,1407.47,14.62,21.61,553.35,2388.04,9063.74,1.3,47.29,522.17,2388.04,8142.12,8.3844,0.03,391,2388,100,39.14,23.3081,147,115,115,"1",4765,"0"
24,33,5e-04,-2e-04,100,518.67,642.56,1581.33,1406.88,14.62,21.61,553.72,2388.06,9063.2,1.3,47.28,522.08,2387.99,8144.38,8.4602,0.03,392,2388,100,39.01,23.2799,147,114,114,"1",4766,"0"
24,34,0.0019,3e-04,100,518.67,641.62,1587.05,1405.23,14.62,21.61,554.27,2388.03,9056.15,1.3,47.25,522.05,2388,8150.91,8.414,0.03,392,2388,100,38.87,23.3871,147,113,113,"1",4767,"0"
24,35,-0.002,-4e-04,100,518.67,642.22,1586.2,1401.04,14.62,21.61,554.52,2387.99,9061.93,1.3,47.37,522.26,2388.07,8149.02,8.4339,0.03,393,2388,100,38.93,23.2939,147,112,112,"1",4768,"0"
24,36,-0.0027,3e-04,100,518.67,642.49,1590.94,1407.83,14.62,21.61,554.28,2388.01,9060.37,1.3,47.24,521.7,2388.04,8145.12,8.4116,0.03,392,2388,100,39,23.2791,147,111,111,"1",4769,"0"
24,37,0.001,-4e-04,100,518.67,641.96,1589.53,1391.9,14.62,21.61,554.41,2388.05,9054.24,1.3,47.24,522,2388.03,8148.96,8.3999,0.03,392,2388,100,39.1,23.3709,147,110,110,"1",4770,"0"
24,38,-0.0015,-2e-04,100,518.67,642.64,1590.99,1403.92,14.62,21.61,554.41,2388.04,9062.29,1.3,47.36,522.18,2388.08,8144.05,8.4231,0.03,394,2388,100,38.97,23.4177,147,109,109,"1",4771,"0"
24,39,-0.0015,4e-04,100,518.67,642.36,1588.79,1407.39,14.62,21.61,554.43,2388,9067.18,1.3,47.32,522.14,2388.04,8142.88,8.4425,0.03,392,2388,100,38.92,23.3965,147,108,108,"1",4772,"0"
24,40,0.0049,2e-04,100,518.67,642.34,1581.68,1396.83,14.62,21.61,554.05,2388.06,9059.43,1.3,47.26,521.76,2388.02,8145,8.4201,0.03,394,2388,100,38.94,23.5132,147,107,107,"1",4773,"0"
24,41,-0.0032,0,100,518.67,642.6,1587.39,1407.93,14.62,21.61,554.18,2388.06,9064.1,1.3,47.37,522.25,2388.02,8143.5,8.436,0.03,390,2388,100,38.88,23.3587,147,106,106,"1",4774,"0"
24,42,-4e-04,2e-04,100,518.67,643.26,1586.45,1408.61,14.62,21.61,554.07,2388.06,9064.75,1.3,47.28,522.39,2388.05,8138.11,8.4103,0.03,392,2388,100,39.1,23.4542,147,105,105,"1",4775,"0"
24,43,0.0024,-2e-04,100,518.67,641.84,1589.08,1405.49,14.62,21.61,554.26,2388.05,9062.2,1.3,47.13,521.86,2388.03,8141.11,8.4227,0.03,394,2388,100,39.07,23.3482,147,104,104,"1",4776,"0"
24,44,-5e-04,-4e-04,100,518.67,642.05,1587.93,1402.84,14.62,21.61,554.55,2388.05,9069.5,1.3,47.11,522.09,2387.99,8148.92,8.401,0.03,390,2388,100,39,23.3801,147,103,103,"1",4777,"0"
24,45,1e-04,0,100,518.67,642.61,1587.72,1397.75,14.62,21.61,554.03,2388.05,9067.01,1.3,47.13,522.12,2388.03,8141.39,8.4133,0.03,393,2388,100,38.91,23.3466,147,102,102,"1",4778,"0"
24,46,0.0012,3e-04,100,518.67,642.04,1585.95,1403.61,14.62,21.61,554.54,2388.06,9061.18,1.3,47.57,522.14,2388.03,8144,8.4453,0.03,392,2388,100,38.79,23.3287,147,101,101,"1",4779,"0"
24,47,0.002,-5e-04,100,518.67,642.37,1587.39,1404.69,14.62,21.61,553.58,2388.03,9056.42,1.3,47.29,522.24,2388.06,8143.99,8.4129,0.03,394,2388,100,38.98,23.4506,147,100,100,"1",4780,"0"
24,48,2e-04,1e-04,100,518.67,642.41,1583.04,1407.63,14.62,21.61,553.47,2388,9065.83,1.3,47.4,521.99,2388.03,8142.25,8.3916,0.03,395,2388,100,39.06,23.3988,147,99,99,"1",4781,"0"
24,49,6e-04,3e-04,100,518.67,642.05,1591.53,1405.48,14.62,21.61,554.14,2388.07,9057.89,1.3,47.23,521.37,2388.03,8148.84,8.4254,0.03,393,2388,100,38.87,23.3605,147,98,98,"2",4782,"0"
24,50,3e-04,-4e-04,100,518.67,642.19,1588.34,1400.57,14.62,21.61,553.66,2388.01,9064.85,1.3,47.25,521.52,2388.02,8141.43,8.4201,0.03,394,2388,100,39.01,23.3177,147,97,97,"2",4783,"0"
24,51,0.0012,-2e-04,100,518.67,642.24,1587.1,1404.95,14.62,21.61,553.75,2388.1,9061.01,1.3,47.47,522.56,2387.97,8145.11,8.4279,0.03,393,2388,100,39.01,23.3056,147,96,96,"2",4784,"0"
24,52,-0.0022,3e-04,100,518.67,642.62,1588.96,1401.6,14.62,21.61,553.86,2388.07,9066.67,1.3,47.28,522.09,2388,8136.07,8.4314,0.03,391,2388,100,39.04,23.1962,147,95,95,"2",4785,"0"
24,53,-4e-04,-1e-04,100,518.67,642.41,1588.59,1402.16,14.62,21.61,554.01,2388.08,9064.1,1.3,47.41,521.84,2388.02,8143.15,8.4309,0.03,391,2388,100,38.98,23.4453,147,94,94,"2",4786,"0"
24,54,-0.0015,-3e-04,100,518.67,642.44,1582.24,1400.91,14.62,21.61,554.02,2388.05,9066.28,1.3,47.49,521.7,2388.05,8141.15,8.3712,0.03,392,2388,100,38.9,23.4548,147,93,93,"2",4787,"0"
24,55,-0.0061,-3e-04,100,518.67,642.11,1588.14,1400.03,14.62,21.61,553.89,2388.03,9068.77,1.3,47.32,521.66,2388.06,8143.96,8.4187,0.03,393,2388,100,38.66,23.5099,147,92,92,"2",4788,"0"
24,56,0.0049,0,100,518.67,642.6,1585.77,1405.08,14.62,21.61,555.09,2388.08,9061.05,1.3,47.29,521.75,2388.06,8142.83,8.4316,0.03,394,2388,100,39.04,23.3128,147,91,91,"2",4789,"0"
24,57,-0.0025,2e-04,100,518.67,642.83,1589.13,1405.98,14.62,21.61,554.13,2387.97,9061.08,1.3,47.43,521.48,2388.05,8144.91,8.4469,0.03,392,2388,100,38.92,23.2483,147,90,90,"2",4790,"0"
24,58,-0.0021,-4e-04,100,518.67,642.3,1584.08,1402.37,14.62,21.61,553.96,2388.04,9061.72,1.3,47.29,521.49,2388.06,8144.77,8.403,0.03,392,2388,100,38.75,23.3011,147,89,89,"2",4791,"0"
24,59,-7e-04,1e-04,100,518.67,642.49,1587.03,1402.82,14.62,21.61,554.33,2388.05,9067.53,1.3,47.44,522.35,2388.01,8139.9,8.4218,0.03,392,2388,100,38.85,23.3302,147,88,88,"2",4792,"0"
24,60,-2e-04,-5e-04,100,518.67,642.42,1584.66,1400.81,14.62,21.61,553.86,2388.02,9057.66,1.3,47.45,521.94,2388.05,8143,8.3957,0.03,393,2388,100,38.86,23.3398,147,87,87,"2",4793,"0"
24,61,0.0028,4e-04,100,518.67,642.76,1588.77,1400.3,14.62,21.61,553.82,2388.05,9067.82,1.3,47.56,521.69,2388.08,8142.72,8.4141,0.03,393,2388,100,39.06,23.3946,147,86,86,"2",4794,"0"
24,62,-0.0015,-3e-04,100,518.67,642.3,1587.58,1404.53,14.62,21.61,553.62,2388.06,9063.23,1.3,47.21,521.82,2388.08,8143.81,8.4003,0.03,393,2388,100,38.94,23.3958,147,85,85,"2",4795,"0"
24,63,-7e-04,-5e-04,100,518.67,642.7,1589.25,1408.4,14.62,21.61,554.72,2388.06,9057.11,1.3,47.38,521.89,2387.99,8141.17,8.4265,0.03,394,2388,100,38.85,23.3199,147,84,84,"2",4796,"0"
24,64,-0.005,-3e-04,100,518.67,642.98,1583.03,1399.33,14.62,21.61,553.98,2388.07,9057.35,1.3,47.45,521.52,2388.08,8141.11,8.3952,0.03,393,2388,100,38.83,23.4016,147,83,83,"2",4797,"0"
24,65,0,4e-04,100,518.67,642.6,1587.32,1405.48,14.62,21.61,553.88,2388.09,9062.61,1.3,47.28,521.69,2388.11,8137.22,8.4181,0.03,393,2388,100,38.81,23.2913,147,82,82,"2",4798,"0"
24,66,8e-04,-3e-04,100,518.67,642.44,1588.16,1401.97,14.62,21.61,554.22,2388.01,9060.68,1.3,47.27,521.29,2388.05,8144.87,8.4125,0.03,391,2388,100,38.94,23.2961,147,81,81,"2",4799,"0"
24,67,-0.0011,1e-04,100,518.67,643.06,1590.24,1399.31,14.62,21.61,553.73,2388.02,9063.73,1.3,47.24,521.68,2388.05,8141.02,8.4111,0.03,395,2388,100,38.86,23.3732,147,80,80,"2",4800,"0"
24,68,3e-04,-1e-04,100,518.67,642.05,1584.76,1401.1,14.62,21.61,553.97,2388.09,9061.01,1.3,47.35,522,2388.04,8141.58,8.4018,0.03,393,2388,100,38.82,23.4338,147,79,79,"2",4801,"0"
24,69,-1e-04,3e-04,100,518.67,642.63,1587.1,1403.09,14.62,21.61,554,2388.03,9064.86,1.3,47.51,521.63,2388.06,8148,8.391,0.03,391,2388,100,38.9,23.3073,147,78,78,"2",4802,"0"
